order_item_id,order_id,product_id,quantity,unit_price,subtotal
857,287,71,1,58.87,58.87
858,287,39,4,467.73,1870.92
859,288,5,1,85.69,85.69
860,288,11,3,250.48,751.44
861,288,71,5,58.87,294.35
862,288,91,2,289.06,578.12
863,288,68,5,307.1,1535.5
864,289,29,3,496.75,1490.25
865,290,68,1,307.1,307.1
866,291,13,3,426.01,1278.03
867,291,95,5,234.86,1174.3
868,292,66,2,51.08,102.16
869,292,6,2,201.11,402.22
870,293,13,1,426.01,426.01
871,293,45,1,232.61,232.61
872,293,94,1,181.57,181.57
873,293,22,4,348.19,1392.76
874,293,26,4,333.48,1333.92
875,294,86,1,335.75,335.75
876,294,9,2,184.21,368.42
877,294,59,2,180.55,361.1
878,294,52,5,39.56,197.8
879,295,41,2,224.23,448.46
880,295,99,4,97.9,391.6
881,296,18,2,235.91,471.82
882,296,42,5,429.54,2147.7
883,296,53,1,413.84,413.84
884,297,67,1,197.88,197.88
885,297,24,3,321.84,965.52
886,298,45,3,232.61,697.83
887,298,37,2,175.59,351.18
888,298,3,3,472.52,1417.56
889,298,19,2,389.66,779.32
890,298,12,3,56.22,168.66
891,299,11,2,250.48,500.96
892,300,90,2,332.5,665
893,301,78,3,252.64,757.92
894,301,21,3,216.76,650.28
895,301,5,3,85.69,257.07
896,302,25,3,480.89,1442.67
897,303,95,2,234.86,469.72
898,303,46,3,316.74,950.22
899,303,41,3,224.23,672.69
900,303,57,4,127.61,510.44
901,304,80,4,395.49,1581.96
902,304,12,1,56.22,56.22
903,305,95,5,234.86,1174.3
904,305,32,5,323.42,1617.1
905,305,36,1,419.92,419.92
906,306,53,1,413.84,413.84
907,306,52,4,39.56,158.24
908,307,81,4,412.16,1648.64
909,307,64,3,400.05,1200.15
910,307,70,2,157.29,314.58
911,307,30,3,187.48,562.44
912,307,29,3,496.75,1490.25
913,308,73,4,90.53,362.12
914,308,100,5,483.63,2418.15
915,309,25,4,480.89,1923.56
916,309,69,4,369.96,1479.84
917,309,59,3,180.55,541.65
918,309,76,3,354.4,1063.2
919,310,77,5,408.28,2041.4
920,310,80,4,395.49,1581.96
921,310,58,1,348.79,348.79
922,310,52,4,39.56,158.24
923,310,51,2,149.61,299.22
924,311,31,5,253.97,1269.85
925,311,64,4,400.05,1600.2
926,311,36,3,419.92,1259.76
927,311,54,2,50.59,101.18
928,311,59,3,180.55,541.65
929,312,51,5,149.61,748.05
930,312,64,4,400.05,1600.2
931,313,27,3,467.13,1401.39
932,313,51,1,149.61,149.61
933,314,37,1,175.59,175.59
934,314,50,5,407.85,2039.25
935,314,24,3,321.84,965.52
936,314,73,5,90.53,452.65
937,314,11,5,250.48,1252.4
938,315,17,5,325.06,1625.3
939,315,15,1,469.04,469.04
940,315,4,4,72.38,289.52
941,315,61,1,185.62,185.62
942,315,69,1,369.96,369.96
943,316,56,1,275.57,275.57
944,316,82,1,397.53,397.53
945,316,49,3,61.73,185.19
946,316,9,3,184.21,552.63
947,316,19,3,389.66,1168.98
948,317,64,2,400.05,800.1
949,318,99,2,97.9,195.8
950,318,61,2,185.62,371.24
951,318,89,4,128.53,514.12
952,319,21,5,216.76,1083.8
953,319,55,1,357.94,357.94
954,320,29,5,496.75,2483.75
955,320,46,5,316.74,1583.7
956,321,89,5,128.53,642.65
957,321,48,4,66.85,267.4
958,321,34,3,407.66,1222.98
959,321,46,1,316.74,316.74
960,322,93,4,56.76,227.04
961,322,72,2,395.07,790.14
962,322,52,5,39.56,197.8
963,322,77,5,408.28,2041.4
964,323,32,4,323.42,1293.68
965,324,98,4,365.31,1461.24
966,325,41,2,224.23,448.46
967,325,75,1,462.56,462.56
968,325,62,3,137.26,411.78
969,325,57,3,127.61,382.83
970,325,33,3,114.95,344.85
971,326,84,3,200.53,601.59
972,327,22,3,348.19,1044.57
973,327,39,1,467.73,467.73
974,328,65,5,472.45,2362.25
975,328,19,2,389.66,779.32
976,328,80,5,395.49,1977.45
977,328,99,1,97.9,97.9
978,329,43,5,207.38,1036.9
979,329,42,4,429.54,1718.16
980,330,40,2,144.93,289.86
981,330,1,3,452.28,1356.84
982,330,60,3,385.71,1157.13
983,331,50,5,407.85,2039.25
984,331,20,3,470.09,1410.27
985,331,99,3,97.9,293.7
986,331,53,3,413.84,1241.52
987,332,81,1,412.16,412.16
988,332,5,2,85.69,171.38
989,332,84,5,200.53,1002.65
990,332,90,2,332.5,665
991,333,72,4,395.07,1580.28
992,333,70,1,157.29,157.29
993,334,88,1,470.48,470.48
994,335,97,3,191.58,574.74
995,335,79,1,49.31,49.31
996,335,89,4,128.53,514.12
997,335,98,4,365.31,1461.24
998,335,6,1,201.11,201.11
999,336,38,2,127.93,255.86
1000,336,18,1,235.91,235.91
1001,336,93,4,56.76,227.04
1002,337,78,4,252.64,1010.56
1003,337,21,5,216.76,1083.8
1004,337,62,3,137.26,411.78
1005,337,72,5,395.07,1975.35
1006,338,98,2,365.31,730.62
1007,339,23,3,285.15,855.45
1008,339,30,3,187.48,562.44
1009,339,75,4,462.56,1850.24
1010,340,74,5,267.52,1337.6
1011,340,28,2,152.7,305.4
1012,340,88,3,470.48,1411.44
1013,340,95,1,234.86,234.86
1014,340,24,1,321.84,321.84
1015,341,46,5,316.74,1583.7
1016,341,90,5,332.5,1662.5
1017,341,73,4,90.53,362.12
1018,341,81,1,412.16,412.16
1019,341,5,5,85.69,428.45
1020,342,46,4,316.74,1266.96
1021,342,71,1,58.87,58.87
1022,342,10,2,105.58,211.16
1023,342,72,3,395.07,1185.21
1024,342,47,5,136.25,681.25
1025,343,70,3,157.29,471.87
1026,343,99,4,97.9,391.6
1027,343,83,3,404.3,1212.9
1028,343,5,3,85.69,257.07
1029,343,74,3,267.52,802.56
1030,344,53,3,413.84,1241.52
1031,344,97,5,191.58,957.9
1032,344,38,1,127.93,127.93
1033,345,25,2,480.89,961.78
1034,345,28,4,152.7,610.8
1035,345,50,3,407.85,1223.55
1036,346,49,1,61.73,61.73
1037,346,35,2,136.3,272.6
1038,346,22,4,348.19,1392.76
1039,347,47,5,136.25,681.25
1040,347,70,4,157.29,629.16
1041,347,27,1,467.13,467.13
1042,348,74,5,267.52,1337.6
1043,348,80,2,395.49,790.98
1044,348,32,3,323.42,970.26
1045,349,72,2,395.07,790.14
1046,349,73,2,90.53,181.06
1047,349,74,5,267.52,1337.6
1048,350,100,2,483.63,967.26
1049,350,67,4,197.88,791.52
1050,351,93,2,56.76,113.52
1051,351,57,5,127.61,638.05
1052,352,85,1,177.7,177.7
1053,352,71,4,58.87,235.48
1054,352,12,3,56.22,168.66
1055,352,53,3,413.84,1241.52
1056,353,92,5,110.31,551.55
1057,353,71,1,58.87,58.87
1058,354,39,2,467.73,935.46
1059,354,98,4,365.31,1461.24
1060,354,36,3,419.92,1259.76
1061,355,99,3,97.9,293.7
1062,355,83,2,404.3,808.6
1063,355,92,1,110.31,110.31
1064,355,28,4,152.7,610.8
1065,356,73,3,90.53,271.59
1066,356,14,2,47.19,94.38
1067,356,31,4,253.97,1015.88
1068,357,100,2,483.63,967.26
1069,357,81,1,412.16,412.16
1070,357,38,1,127.93,127.93
1071,357,99,2,97.9,195.8
1072,357,43,2,207.38,414.76
1073,358,1,2,452.28,904.56
1074,358,7,5,46.82,234.1
1075,358,77,1,408.28,408.28
1076,358,67,4,197.88,791.52
1077,359,63,5,19.62,98.1
1078,360,29,5,496.75,2483.75
1079,360,18,2,235.91,471.82
1080,361,65,5,472.45,2362.25
1081,361,33,2,114.95,229.9
1082,361,14,3,47.19,141.57
1083,361,41,1,224.23,224.23
1084,361,8,2,343.91,687.82
1085,362,86,3,335.75,1007.25
1086,363,72,3,395.07,1185.21
1087,363,53,1,413.84,413.84
1088,364,47,1,136.25,136.25
1089,364,90,5,332.5,1662.5
1090,364,69,1,369.96,369.96
1091,364,21,3,216.76,650.28
1092,365,64,1,400.05,400.05
1093,365,13,1,426.01,426.01
1094,365,18,3,235.91,707.73
1095,365,46,1,316.74,316.74
1096,365,3,4,472.52,1890.08
1097,366,46,4,316.74,1266.96
1098,366,7,4,46.82,187.28
1099,367,23,2,285.15,570.3
1100,367,97,2,191.58,383.16
1101,367,30,1,187.48,187.48
1102,367,71,3,58.87,176.61
1103,368,56,4,275.57,1102.28
1104,368,41,3,224.23,672.69
1105,369,29,3,496.75,1490.25
1106,369,29,2,496.75,993.5
1107,369,59,4,180.55,722.2
1108,369,34,2,407.66,815.32
1109,369,90,3,332.5,997.5
1110,370,45,2,232.61,465.22
1111,371,18,4,235.91,943.64
1112,372,78,1,252.64,252.64
1113,372,91,3,289.06,867.18
1114,372,44,1,221.81,221.81
1115,372,36,5,419.92,2099.6
1116,373,18,2,235.91,471.82
1117,373,9,1,184.21,184.21
1118,373,36,1,419.92,419.92
1119,373,66,3,51.08,153.24
1120,373,30,3,187.48,562.44
1121,374,38,5,127.93,639.65
1122,374,75,3,462.56,1387.68
1123,374,52,5,39.56,197.8
1124,374,92,2,110.31,220.62
1125,375,83,1,404.3,404.3
1126,376,1,2,452.28,904.56
1127,376,62,3,137.26,411.78
1128,377,55,2,357.94,715.88
1129,377,7,2,46.82,93.64
1130,378,58,3,348.79,1046.37
1131,379,54,1,50.59,50.59
1132,379,28,4,152.7,610.8
1133,380,82,2,397.53,795.06
1134,380,42,2,429.54,859.08
1135,380,16,2,428.53,857.06
1136,380,93,2,56.76,113.52
1137,380,9,4,184.21,736.84
1138,381,33,5,114.95,574.75
1139,381,31,1,253.97,253.97
1140,381,94,5,181.57,907.85
1141,381,13,2,426.01,852.02
1142,381,86,5,335.75,1678.75
1143,382,92,2,110.31,220.62
1144,382,67,5,197.88,989.4
1145,382,40,5,144.93,724.65
1146,382,42,3,429.54,1288.62
1147,383,46,4,316.74,1266.96
1148,383,80,2,395.49,790.98
1149,383,28,5,152.7,763.5
1150,384,99,2,97.9,195.8
1151,384,70,2,157.29,314.58
1152,384,41,3,224.23,672.69
1153,384,23,4,285.15,1140.6
1154,385,18,3,235.91,707.73
1155,385,3,3,472.52,1417.56
1156,385,78,1,252.64,252.64
1157,386,72,3,395.07,1185.21
1158,386,33,4,114.95,459.8
1159,386,9,5,184.21,921.05
1160,386,47,2,136.25,272.5
1161,386,53,5,413.84,2069.2
1162,387,3,5,472.52,2362.6
1163,387,77,3,408.28,1224.84
1164,387,89,3,128.53,385.59
1165,387,33,3,114.95,344.85
1166,388,56,3,275.57,826.71
1167,388,5,4,85.69,342.76
1168,389,84,2,200.53,401.06
1169,389,59,3,180.55,541.65
1170,390,98,5,365.31,1826.55
1171,390,33,3,114.95,344.85
1172,390,79,2,49.31,98.62
1173,391,65,1,472.45,472.45
1174,391,17,3,325.06,975.18
1175,391,93,4,56.76,227.04
1176,392,27,3,467.13,1401.39
1177,392,5,5,85.69,428.45
1178,392,100,1,483.63,483.63
1179,392,8,2,343.91,687.82
1180,393,49,2,61.73,123.46
1181,393,11,1,250.48,250.48
1182,393,90,3,332.5,997.5
1183,394,41,5,224.23,1121.15
1184,394,38,2,127.93,255.86
1185,394,77,2,408.28,816.56
1186,394,72,3,395.07,1185.21
1187,394,96,3,384.16,1152.48
1188,395,24,3,321.84,965.52
1189,395,54,3,50.59,151.77
1190,395,13,4,426.01,1704.04
1191,396,5,1,85.69,85.69
1192,397,16,1,428.53,428.53
1193,397,6,1,201.11,201.11
1194,397,95,5,234.86,1174.3
1195,397,51,5,149.61,748.05
1196,398,29,1,496.75,496.75
1197,398,94,3,181.57,544.71
1198,398,10,1,105.58,105.58
1199,398,88,1,470.48,470.48
1200,399,8,1,343.91,343.91
1201,399,43,2,207.38,414.76
1202,399,10,2,105.58,211.16
1203,399,95,1,234.86,234.86
1204,399,61,1,185.62,185.62
1205,400,90,4,332.5,1330
1206,400,57,3,127.61,382.83
1207,400,68,1,307.1,307.1
1208,400,91,3,289.06,867.18
1209,400,78,4,252.64,1010.56
1210,401,66,2,51.08,102.16
1211,401,24,2,321.84,643.68
1212,402,29,5,496.75,2483.75
1213,402,28,3,152.7,458.1
1214,403,21,5,216.76,1083.8
1215,403,59,3,180.55,541.65
1216,403,2,4,274.25,1097
1217,403,42,4,429.54,1718.16
1218,404,89,4,128.53,514.12
1219,404,99,1,97.9,97.9
1220,405,98,3,365.31,1095.93
1221,405,50,2,407.85,815.7
1222,405,96,5,384.16,1920.8
1223,405,35,3,136.3,408.9
1224,406,71,4,58.87,235.48
1225,406,54,4,50.59,202.36
1226,406,88,3,470.48,1411.44
1227,406,85,5,177.7,888.5
1228,407,52,5,39.56,197.8
1229,407,59,4,180.55,722.2
1230,407,63,5,19.62,98.1
1231,407,88,3,470.48,1411.44
1232,407,93,2,56.76,113.52
1233,408,31,2,253.97,507.94
1234,408,76,2,354.4,708.8
1235,408,92,1,110.31,110.31
1236,409,74,1,267.52,267.52
1237,410,43,3,207.38,622.14
1238,410,19,4,389.66,1558.64
1239,410,26,1,333.48,333.48
1240,411,58,2,348.79,697.58
1241,411,28,2,152.7,305.4
1242,411,90,1,332.5,332.5
1243,411,54,5,50.59,252.95
1244,411,58,1,348.79,348.79
1245,412,38,4,127.93,511.72
1246,412,64,5,400.05,2000.25
1247,412,76,1,354.4,354.4
1248,412,18,5,235.91,1179.55
1249,413,41,1,224.23,224.23
1250,413,20,4,470.09,1880.36
1251,414,64,2,400.05,800.1
1252,414,99,4,97.9,391.6
1253,414,31,1,253.97,253.97
1254,414,72,3,395.07,1185.21
1255,415,73,2,90.53,181.06
1256,415,86,1,335.75,335.75
1257,415,77,5,408.28,2041.4
1258,415,28,3,152.7,458.1
1259,416,64,3,400.05,1200.15
1260,416,84,3,200.53,601.59
1261,417,88,3,470.48,1411.44
1262,417,1,4,452.28,1809.12
1263,417,4,3,72.38,217.14
1264,418,88,3,470.48,1411.44
1265,418,82,2,397.53,795.06
1266,418,68,4,307.1,1228.4
1267,419,96,5,384.16,1920.8
1268,419,15,4,469.04,1876.16
1269,419,70,2,157.29,314.58
1270,420,16,4,428.53,1714.12
1271,420,30,5,187.48,937.4
1272,421,67,4,197.88,791.52
1273,421,74,1,267.52,267.52
1274,421,1,1,452.28,452.28
1275,421,8,3,343.91,1031.73
1276,422,67,3,197.88,593.64
1277,422,73,3,90.53,271.59
1278,422,62,3,137.26,411.78
1279,422,70,3,157.29,471.87
1280,422,53,3,413.84,1241.52
1281,423,2,1,274.25,274.25
1282,423,85,5,177.7,888.5
1283,423,99,5,97.9,489.5
1284,423,79,2,49.31,98.62
1285,424,90,4,332.5,1330
1286,424,47,4,136.25,545
1287,424,81,5,412.16,2060.8
1288,424,26,3,333.48,1000.44
1289,424,56,4,275.57,1102.28
1290,425,44,5,221.81,1109.05
1291,425,92,2,110.31,220.62
1292,425,17,2,325.06,650.12
1293,425,97,2,191.58,383.16
1294,426,24,1,321.84,321.84
1295,426,36,3,419.92,1259.76
1296,426,3,1,472.52,472.52
1297,427,85,2,177.7,355.4
1298,428,86,4,335.75,1343
1299,428,5,5,85.69,428.45
1300,428,76,5,354.4,1772
1301,429,3,1,472.52,472.52
1302,429,85,1,177.7,177.7
1303,429,28,2,152.7,305.4
1304,429,87,3,494.48,1483.44
1305,429,55,3,357.94,1073.82
1306,430,27,1,467.13,467.13
1307,430,78,4,252.64,1010.56
1308,430,69,4,369.96,1479.84
1309,430,31,1,253.97,253.97
1310,431,25,1,480.89,480.89
1311,431,8,1,343.91,343.91
1312,431,74,2,267.52,535.04
1313,432,13,5,426.01,2130.05
1314,432,74,5,267.52,1337.6
1315,433,14,5,47.19,235.95
1316,433,9,4,184.21,736.84
1317,433,48,5,66.85,334.25
1318,434,82,2,397.53,795.06
1319,434,96,3,384.16,1152.48
1320,435,100,1,483.63,483.63
1321,435,14,4,47.19,188.76
1322,435,84,4,200.53,802.12
1323,435,81,5,412.16,2060.8
1324,436,19,2,389.66,779.32
1325,436,11,4,250.48,1001.92
1326,436,64,3,400.05,1200.15
1327,436,58,3,348.79,1046.37
1328,436,6,4,201.11,804.44
1329,437,22,2,348.19,696.38
1330,437,58,4,348.79,1395.16
1331,438,89,1,128.53,128.53
1332,438,41,3,224.23,672.69
1333,438,51,2,149.61,299.22
1334,438,20,5,470.09,2350.45
1335,438,57,5,127.61,638.05
1336,439,65,5,472.45,2362.25
1337,440,72,5,395.07,1975.35
1338,440,71,5,58.87,294.35
1339,440,94,4,181.57,726.28
1340,440,86,3,335.75,1007.25
1341,441,47,1,136.25,136.25
1342,441,61,2,185.62,371.24
1343,442,61,2,185.62,371.24
1344,442,51,1,149.61,149.61
1345,442,89,4,128.53,514.12
1346,443,23,5,285.15,1425.75
1347,443,27,3,467.13,1401.39
1348,443,1,1,452.28,452.28
1349,443,16,2,428.53,857.06
1350,443,29,2,496.75,993.5
1351,444,1,2,452.28,904.56
1352,444,81,1,412.16,412.16
1353,444,62,2,137.26,274.52
1354,444,7,2,46.82,93.64
1355,445,88,2,470.48,940.96
1356,445,42,1,429.54,429.54
1357,445,21,4,216.76,867.04
1358,445,52,2,39.56,79.12
1359,445,44,4,221.81,887.24
1360,446,4,4,72.38,289.52
1361,446,92,2,110.31,220.62
1362,447,51,1,149.61,149.61
1363,447,17,5,325.06,1625.3
1364,447,92,3,110.31,330.93
1365,448,52,2,39.56,79.12
1366,448,86,2,335.75,671.5
1367,448,2,1,274.25,274.25
1368,448,45,4,232.61,930.44
1369,448,79,3,49.31,147.93
1370,449,91,2,289.06,578.12
1371,450,96,3,384.16,1152.48
1372,450,93,1,56.76,56.76
1373,450,74,1,267.52,267.52
1374,451,61,4,185.62,742.48
1375,451,100,2,483.63,967.26
1376,451,98,1,365.31,365.31
1377,451,31,3,253.97,761.91
1378,452,86,2,335.75,671.5
1379,452,40,5,144.93,724.65
1380,453,49,1,61.73,61.73
1381,453,60,5,385.71,1928.55
1382,453,82,1,397.53,397.53
1383,453,38,3,127.93,383.79
1384,453,98,3,365.31,1095.93
1385,454,61,4,185.62,742.48
1386,454,13,1,426.01,426.01
1387,454,78,1,252.64,252.64
1388,454,82,2,397.53,795.06
1389,454,42,2,429.54,859.08
1390,455,30,2,187.48,374.96
1391,456,53,5,413.84,2069.2
1392,456,65,1,472.45,472.45
1393,457,23,2,285.15,570.3
1394,458,8,1,343.91,343.91
1395,459,80,4,395.49,1581.96
1396,459,58,4,348.79,1395.16
1397,459,10,4,105.58,422.32
1398,459,29,3,496.75,1490.25
1399,459,57,5,127.61,638.05
1400,460,5,5,85.69,428.45
1401,460,6,5,201.11,1005.55
1402,460,64,1,400.05,400.05
1403,461,22,4,348.19,1392.76
1404,461,86,3,335.75,1007.25
1405,461,28,3,152.7,458.1
1406,462,22,3,348.19,1044.57
1407,462,25,2,480.89,961.78
1408,462,62,3,137.26,411.78
1409,462,21,2,216.76,433.52
1410,462,43,3,207.38,622.14
1411,463,72,1,395.07,395.07
1412,463,29,5,496.75,2483.75
1413,463,57,5,127.61,638.05
1414,464,87,2,494.48,988.96
1415,464,81,5,412.16,2060.8
1416,464,34,1,407.66,407.66
1417,465,62,1,137.26,137.26
1418,465,82,3,397.53,1192.59
1419,465,10,4,105.58,422.32
1420,466,28,5,152.7,763.5
1421,466,94,3,181.57,544.71
1422,466,7,5,46.82,234.1
1423,466,16,4,428.53,1714.12
1424,467,58,2,348.79,697.58
1425,467,45,5,232.61,1163.05
1426,467,69,1,369.96,369.96
1427,467,7,1,46.82,46.82
1428,467,68,1,307.1,307.1
1429,468,30,2,187.48,374.96
1430,468,97,1,191.58,191.58
1431,468,49,4,61.73,246.92
1432,468,65,4,472.45,1889.8
1433,468,12,2,56.22,112.44
1434,469,29,4,496.75,1987
1435,469,2,4,274.25,1097
1436,469,89,1,128.53,128.53
1437,469,70,3,157.29,471.87
1438,469,27,5,467.13,2335.65
1439,470,3,3,472.52,1417.56
1440,470,13,1,426.01,426.01
1441,470,10,3,105.58,316.74
1442,470,40,2,144.93,289.86
1443,471,48,1,66.85,66.85
1444,472,61,5,185.62,928.1
1445,472,67,1,197.88,197.88
1446,472,37,5,175.59,877.95
1447,473,12,2,56.22,112.44
1448,473,36,5,419.92,2099.6
1449,473,86,2,335.75,671.5
1450,473,99,2,97.9,195.8
1451,474,80,4,395.49,1581.96
1452,474,20,3,470.09,1410.27
1453,474,100,2,483.63,967.26
1454,474,88,2,470.48,940.96
1455,474,87,2,494.48,988.96
1456,475,52,1,39.56,39.56
1457,475,77,2,408.28,816.56
1458,475,88,2,470.48,940.96
1459,475,82,5,397.53,1987.65
1460,476,1,5,452.28,2261.4
1461,476,91,3,289.06,867.18
1462,476,96,4,384.16,1536.64
1463,476,3,3,472.52,1417.56
1464,477,39,1,467.73,467.73
1465,477,10,4,105.58,422.32
1466,477,74,3,267.52,802.56
1467,478,54,4,50.59,202.36
1468,478,24,5,321.84,1609.2
1469,478,54,1,50.59,50.59
1470,478,56,5,275.57,1377.85
1471,479,1,4,452.28,1809.12
1472,479,30,1,187.48,187.48
1473,479,57,2,127.61,255.22
1474,479,55,4,357.94,1431.76
1475,479,66,1,51.08,51.08
1476,480,59,4,180.55,722.2
1477,481,85,2,177.7,355.4
1478,481,17,5,325.06,1625.3
1479,482,53,4,413.84,1655.36
1480,482,78,2,252.64,505.28
1481,482,97,4,191.58,766.32
1482,483,96,5,384.16,1920.8
1483,483,65,3,472.45,1417.35
1484,483,87,3,494.48,1483.44
1485,483,98,4,365.31,1461.24
1486,484,80,3,395.49,1186.47
1487,484,35,5,136.3,681.5
1488,484,73,1,90.53,90.53
1489,485,4,1,72.38,72.38
1490,485,97,2,191.58,383.16
1491,485,63,4,19.62,78.48
1492,485,2,2,274.25,548.5
1493,485,16,2,428.53,857.06
1494,486,61,5,185.62,928.1
1495,486,96,5,384.16,1920.8
1496,487,34,5,407.66,2038.3
1497,488,53,1,413.84,413.84
1498,488,43,5,207.38,1036.9
1499,488,61,2,185.62,371.24
1500,488,74,3,267.52,802.56
1501,489,50,5,407.85,2039.25
1502,489,93,4,56.76,227.04
1503,489,76,1,354.4,354.4
1504,489,7,1,46.82,46.82
1505,490,86,2,335.75,671.5
1506,490,42,4,429.54,1718.16
1507,490,5,4,85.69,342.76
1508,490,25,2,480.89,961.78
1509,490,38,2,127.93,255.86
1510,491,81,3,412.16,1236.48
1511,491,39,2,467.73,935.46
1512,491,3,1,472.52,472.52
1513,491,11,2,250.48,500.96
1514,491,15,5,469.04,2345.2
1515,492,76,5,354.4,1772
1516,492,62,4,137.26,549.04
1517,492,65,3,472.45,1417.35
1518,492,41,1,224.23,224.23
1519,492,5,4,85.69,342.76
1520,493,50,2,407.85,815.7
1521,493,58,4,348.79,1395.16
1522,494,46,4,316.74,1266.96
1523,494,42,1,429.54,429.54
1524,494,84,2,200.53,401.06
1525,495,30,4,187.48,749.92
1526,495,38,2,127.93,255.86
1527,495,55,1,357.94,357.94
1528,496,86,5,335.75,1678.75
1529,496,52,1,39.56,39.56
1530,496,48,4,66.85,267.4
1531,496,11,1,250.48,250.48
1532,497,85,5,177.7,888.5
1533,498,15,4,469.04,1876.16
1534,498,52,4,39.56,158.24
1535,499,87,2,494.48,988.96
1536,499,92,4,110.31,441.24
1537,499,61,3,185.62,556.86
1538,500,31,1,253.97,253.97
1539,500,8,4,343.91,1375.64
1540,500,84,5,200.53,1002.65
1541,500,49,3,61.73,185.19
1542,500,69,2,369.96,739.92
1543,501,64,2,400.05,800.1
1544,501,48,2,66.85,133.7
1545,501,4,4,72.38,289.52
1546,501,51,5,149.61,748.05
1547,501,74,1,267.52,267.52
1548,502,87,2,494.48,988.96
1549,502,12,3,56.22,168.66
1550,502,75,2,462.56,925.12
1551,502,65,1,472.45,472.45
1552,503,13,2,426.01,852.02
1553,503,12,1,56.22,56.22
1554,504,97,1,191.58,191.58
1555,504,66,3,51.08,153.24
1556,505,84,4,200.53,802.12
1557,505,64,5,400.05,2000.25
1558,505,71,3,58.87,176.61
1559,505,29,1,496.75,496.75
1560,505,91,2,289.06,578.12
1561,506,78,4,252.64,1010.56
1562,507,11,2,250.48,500.96
1563,507,77,1,408.28,408.28
1564,507,54,4,50.59,202.36
1565,507,87,4,494.48,1977.92
1566,508,65,5,472.45,2362.25
1567,508,59,5,180.55,902.75
1568,508,9,5,184.21,921.05
1569,509,81,2,412.16,824.32
1570,510,87,3,494.48,1483.44
1571,511,6,5,201.11,1005.55
1572,511,45,1,232.61,232.61
1573,512,80,4,395.49,1581.96
1574,512,100,1,483.63,483.63
1575,512,33,1,114.95,114.95
1576,512,86,3,335.75,1007.25
1577,512,25,5,480.89,2404.45
1578,513,9,4,184.21,736.84
1579,513,11,5,250.48,1252.4
1580,513,29,5,496.75,2483.75
1581,513,97,2,191.58,383.16
1582,514,69,2,369.96,739.92
1583,514,69,5,369.96,1849.8
1584,514,23,3,285.15,855.45
1585,514,52,2,39.56,79.12
1586,515,19,3,389.66,1168.98
1587,515,21,3,216.76,650.28
1588,515,38,1,127.93,127.93
1589,515,30,2,187.48,374.96
1590,516,95,4,234.86,939.44
1591,517,52,4,39.56,158.24
1592,517,42,3,429.54,1288.62
1593,517,75,4,462.56,1850.24
1594,517,93,3,56.76,170.28
1595,518,72,2,395.07,790.14
1596,518,5,2,85.69,171.38
1597,519,27,4,467.13,1868.52
1598,519,35,1,136.3,136.3
1599,519,49,4,61.73,246.92
1600,519,39,5,467.73,2338.65
1601,519,11,3,250.48,751.44
1602,520,22,1,348.19,348.19
1603,520,11,3,250.48,751.44
1604,520,21,3,216.76,650.28
1605,521,29,4,496.75,1987
1606,521,34,5,407.66,2038.3
1607,521,51,1,149.61,149.61
1608,521,31,1,253.97,253.97
1609,521,32,4,323.42,1293.68
1610,522,72,2,395.07,790.14
1611,522,38,2,127.93,255.86
1612,522,82,2,397.53,795.06
1613,523,35,5,136.3,681.5
1614,523,94,5,181.57,907.85
1615,523,48,3,66.85,200.55
1616,523,30,2,187.48,374.96
1617,523,67,5,197.88,989.4
1618,524,34,4,407.66,1630.64
1619,525,90,3,332.5,997.5
1620,525,95,1,234.86,234.86
1621,525,75,2,462.56,925.12
1622,525,67,3,197.88,593.64
1623,526,94,1,181.57,181.57
1624,526,4,5,72.38,361.9
1625,526,43,1,207.38,207.38
1626,526,54,4,50.59,202.36
1627,527,16,2,428.53,857.06
1628,527,92,4,110.31,441.24
1629,527,14,5,47.19,235.95
1630,527,31,1,253.97,253.97
1631,527,23,3,285.15,855.45
1632,528,41,2,224.23,448.46
1633,528,55,2,357.94,715.88
1634,528,42,5,429.54,2147.7
1635,529,48,4,66.85,267.4
1636,529,33,3,114.95,344.85
1637,529,98,1,365.31,365.31
1638,529,78,2,252.64,505.28
1639,529,97,3,191.58,574.74
1640,530,95,5,234.86,1174.3
1641,530,77,3,408.28,1224.84
1642,530,95,5,234.86,1174.3
1643,530,39,2,467.73,935.46
1644,531,18,2,235.91,471.82
1645,531,6,2,201.11,402.22
1646,531,77,4,408.28,1633.12
1647,531,27,1,467.13,467.13
1648,531,25,1,480.89,480.89
1649,532,64,5,400.05,2000.25
1650,533,14,1,47.19,47.19
1651,533,34,4,407.66,1630.64
1652,534,4,4,72.38,289.52
1653,534,30,4,187.48,749.92
1654,534,52,1,39.56,39.56
1655,534,77,3,408.28,1224.84
1656,535,14,1,47.19,47.19
1657,536,12,1,56.22,56.22
1658,536,56,2,275.57,551.14
1659,537,75,5,462.56,2312.8
1660,538,47,4,136.25,545
1661,539,6,3,201.11,603.33
1662,539,19,4,389.66,1558.64
1663,539,18,3,235.91,707.73
1664,539,91,1,289.06,289.06
1665,540,19,5,389.66,1948.3
1666,540,74,2,267.52,535.04
1667,540,31,1,253.97,253.97
1668,540,84,3,200.53,601.59
1669,541,44,3,221.81,665.43
1670,541,13,2,426.01,852.02
1671,542,57,5,127.61,638.05
1672,542,24,4,321.84,1287.36
1673,542,5,5,85.69,428.45
