order_id,order_number,customer_id,order_date,status,subtotal,discount_percent,shipping_cost,tax_amount,total_amount,payment_method,shipping_method,promotion_id,notes
243,ORD-20260305-00243,191,2026-03-05,cancelled,1787.38,11,490,375.35,2456.12,cash_on_delivery,standard,10,
244,ORD-20230728-00244,144,2023-07-28,cancelled,3477.74,18,80,730.33,3662.08,cash_on_delivery,standard,,
245,ORD-20240824-00245,191,2024-08-24,processing,3710.85,19,330,779.28,4115.07,paypal,express,,Nota del cliente: Dejar en portería
246,ORD-20230119-00246,272,2023-01-19,delivered,2307.44,7,260,484.56,2890.48,credit_card,pickup,,
247,ORD-20230805-00247,247,2023-08-05,processing,181.06,10,440,38.02,640.97,cash_on_delivery,standard,,
248,ORD-20251013-00248,123,2025-10-13,processing,1959.71,12,170,411.54,2306.08,cash_on_delivery,same_day,,
249,ORD-20230907-00249,195,2023-09-07,shipped,5944.73,19,370,1248.39,6433.62,paypal,express,10,
250,ORD-20241209-00250,147,2024-12-09,cancelled,391.6,6,290,82.24,740.34,debit_card,pickup,,
251,ORD-20230224-00251,244,2023-02-24,pending,3242.4,19,230,680.9,3537.24,credit_card,same_day,,Nota del cliente: Entregar por la tarde
252,ORD-20260225-00252,248,2026-02-25,processing,2046.33,0,340,429.73,2816.06,paypal,pickup,,
253,ORD-20231125-00253,8,2023-11-25,shipped,6110.81,11,20,1283.27,6741.89,bank_transfer,pickup,,Nota del cliente: Entregar por la tarde
254,ORD-20230209-00254,69,2023-02-09,pending,2655.78,10,350,557.71,3297.91,debit_card,same_day,,
255,ORD-20231209-00255,40,2023-12-09,shipped,2456.9,4,230,515.95,3104.57,credit_card,same_day,,
256,ORD-20230126-00256,124,2023-01-26,delivered,553.6,9,300,116.26,920.04,cash_on_delivery,standard,9,
257,ORD-20250916-00257,51,2025-09-16,processing,1361.82,9,390,285.98,1915.24,credit_card,express,5,
258,ORD-20230304-00258,305,2023-03-04,pending,3463.62,2,300,727.36,4421.71,cash_on_delivery,same_day,,
259,ORD-20230528-00259,268,2023-05-28,delivered,7356.01,13,320,1544.76,8264.49,bank_transfer,express,,
260,ORD-20251014-00260,296,2025-10-14,processing,369.96,13,450,77.69,849.56,credit_card,pickup,,
261,ORD-20230104-00261,1,2023-01-04,processing,2859.74,4,260,600.55,3605.9,debit_card,standard,,
262,ORD-20260121-00262,266,2026-01-21,shipped,2210.35,2,270,464.17,2900.31,debit_card,same_day,,Nota del cliente: Envolver para regalo
263,ORD-20260205-00263,214,2026-02-05,processing,4113.69,5,110,863.87,4881.88,credit_card,express,,
264,ORD-20250114-00264,75,2025-01-14,pending,177.7,20,390,37.32,569.48,bank_transfer,standard,,Nota del cliente: Dejar en portería
265,ORD-20230501-00265,198,2023-05-01,delivered,795.06,5,240,166.96,1162.27,cash_on_delivery,same_day,5,
266,ORD-20250309-00266,256,2025-03-09,pending,1070.08,14,190,224.72,1334.99,credit_card,standard,,
267,ORD-20251130-00267,115,2025-11-30,cancelled,5936.81,5,410,1246.73,7296.7,debit_card,same_day,,
268,ORD-20231102-00268,54,2023-11-02,processing,2322.75,19,100,487.78,2469.21,credit_card,standard,,
269,ORD-20230329-00269,136,2023-03-29,cancelled,2336.39,0,320,490.64,3147.03,cash_on_delivery,same_day,,
270,ORD-20240527-00270,186,2024-05-27,cancelled,800.1,11,260,168.02,1140.11,cash_on_delivery,same_day,,
271,ORD-20231031-00271,248,2023-10-31,pending,389.66,3,270,81.83,729.8,credit_card,express,,
272,ORD-20240814-00272,22,2024-08-14,pending,3940.73,13,10,827.55,4265.99,debit_card,pickup,,
273,ORD-20241119-00273,292,2024-11-19,pending,3620.87,16,30,760.38,3831.91,bank_transfer,pickup,5,
274,ORD-20241010-00274,6,2024-10-10,pending,1095.93,19,430,230.15,1547.85,credit_card,same_day,,
275,ORD-20230108-00275,79,2023-01-08,delivered,3264.98,14,50,685.65,3543.53,cash_on_delivery,same_day,3,
276,ORD-20260224-00276,174,2026-02-24,processing,832.83,4,410,174.89,1384.41,bank_transfer,standard,6,
277,ORD-20240714-00277,249,2024-07-14,delivered,1325.18,1,220,278.29,1810.22,cash_on_delivery,same_day,5,
278,ORD-20240911-00278,209,2024-09-11,pending,234.86,14,20,49.32,271.3,cash_on_delivery,same_day,,
279,ORD-20241222-00279,275,2024-12-22,shipped,3936.11,19,160,826.58,4174.83,debit_card,express,,
280,ORD-20250506-00280,277,2025-05-06,processing,578.12,9,310,121.41,957.5,debit_card,standard,,
281,ORD-20230313-00281,264,2023-03-13,delivered,705.53,1,100,148.16,946.63,bank_transfer,standard,,
282,ORD-20251124-00282,271,2025-11-24,shipped,2672.45,9,150,561.21,3143.14,cash_on_delivery,pickup,,
283,ORD-20251001-00283,13,2025-10-01,delivered,3284.04,2,320,689.65,4228.01,credit_card,same_day,,Nota del cliente: Llamar antes
284,ORD-20250203-00284,214,2025-02-03,cancelled,39.56,20,120,8.31,159.96,bank_transfer,standard,9,
285,ORD-20230913-00285,233,2023-09-13,cancelled,3591.82,7,30,754.28,4124.67,credit_card,express,,
286,ORD-20240426-00286,54,2024-04-26,pending,234.1,11,200,49.16,457.51,bank_transfer,standard,,
287,ORD-20250915-00287,125,2025-09-15,cancelled,2154.67,9,180,452.48,2593.23,cash_on_delivery,same_day,,
288,ORD-20240124-00288,153,2024-01-24,cancelled,3245.1,12,300,681.47,3837.16,debit_card,standard,,
289,ORD-20240622-00289,189,2024-06-22,processing,1490.25,13,150,312.95,1759.47,paypal,express,9,
290,ORD-20230913-00290,333,2023-09-13,delivered,307.1,3,380,64.49,742.38,debit_card,standard,,
291,ORD-20240301-00291,35,2024-03-01,delivered,2452.33,10,480,514.99,3202.09,cash_on_delivery,standard,,
292,ORD-20260112-00292,249,2026-01-12,cancelled,504.38,11,280,105.92,834.82,cash_on_delivery,standard,,
293,ORD-20231110-00293,48,2023-11-10,delivered,3566.87,13,20,749.04,3872.22,cash_on_delivery,same_day,,
294,ORD-20230305-00294,206,2023-03-05,shipped,1263.07,14,340,265.24,1691.48,cash_on_delivery,pickup,,
295,ORD-20230714-00295,145,2023-07-14,pending,840.06,0,70,176.41,1086.47,debit_card,standard,,
296,ORD-20230619-00296,329,2023-06-19,cancelled,3033.36,8,80,637.01,3507.7,cash_on_delivery,same_day,,
297,ORD-20230510-00297,202,2023-05-10,pending,1163.4,13,110,244.31,1366.47,debit_card,pickup,4,
298,ORD-20240302-00298,22,2024-03-02,shipped,3414.55,14,200,717.06,3853.57,credit_card,same_day,,
299,ORD-20241118-00299,135,2024-11-18,pending,500.96,16,470,105.2,996.01,debit_card,express,,
300,ORD-20230722-00300,75,2023-07-22,cancelled,665,12,340,139.65,1064.85,paypal,same_day,,
301,ORD-20231118-00301,314,2023-11-18,pending,1665.27,20,410,349.71,2091.93,credit_card,pickup,,
302,ORD-20230914-00302,29,2023-09-14,pending,1442.67,9,500,302.96,2115.79,debit_card,same_day,,
303,ORD-20251204-00303,261,2025-12-04,shipped,2603.07,8,240,546.64,3181.46,cash_on_delivery,same_day,,
304,ORD-20240928-00304,121,2024-09-28,processing,1638.18,20,40,344.02,1694.56,credit_card,pickup,,
305,ORD-20250522-00305,270,2025-05-22,delivered,3211.32,10,470,674.38,4034.57,paypal,express,7,
306,ORD-20240612-00306,281,2024-06-12,processing,572.08,4,380,120.14,1049.34,cash_on_delivery,express,7,
307,ORD-20241113-00307,40,2024-11-13,delivered,5216.06,17,60,1095.37,5484.7,cash_on_delivery,same_day,,
308,ORD-20240207-00308,137,2024-02-07,shipped,2780.27,14,150,583.86,3124.89,cash_on_delivery,pickup,,Nota del cliente: Envolver para regalo
309,ORD-20241114-00309,60,2024-11-14,cancelled,5008.25,1,400,1051.73,6409.9,debit_card,pickup,,
310,ORD-20240122-00310,84,2024-01-22,delivered,4429.61,18,340,930.22,4902.5,debit_card,pickup,,Nota del cliente: Entregar por la tarde
311,ORD-20230228-00311,126,2023-02-28,pending,4772.64,12,160,1002.25,5362.17,paypal,same_day,7,
312,ORD-20230201-00312,84,2023-02-01,shipped,2348.25,1,410,493.13,3227.9,cash_on_delivery,pickup,,
313,ORD-20231119-00313,194,2023-11-19,pending,1551,11,210,325.71,1916.1,debit_card,standard,,Nota del cliente: Dejar en portería
314,ORD-20240826-00314,324,2024-08-26,shipped,4885.41,7,450,1025.94,6019.37,paypal,same_day,,
315,ORD-20240827-00315,167,2024-08-27,shipped,2939.44,0,170,617.28,3726.72,cash_on_delivery,express,,Nota del cliente: Entregar por la tarde
316,ORD-20230106-00316,27,2023-01-06,shipped,2579.9,16,470,541.78,3178.9,credit_card,same_day,,
317,ORD-20250308-00317,286,2025-03-08,shipped,800.1,4,140,168.02,1076.12,paypal,express,,
318,ORD-20230423-00318,104,2023-04-23,pending,1081.16,1,470,227.04,1767.39,paypal,standard,,
319,ORD-20230209-00319,275,2023-02-09,shipped,1441.74,15,450,302.77,1978.25,bank_transfer,same_day,,
320,ORD-20231207-00320,160,2023-12-07,delivered,4067.45,8,290,854.16,4886.21,paypal,same_day,,
321,ORD-20250708-00321,174,2025-07-08,cancelled,2449.77,0,440,514.45,3404.22,cash_on_delivery,express,4,
322,ORD-20250709-00322,267,2025-07-09,pending,3256.38,7,210,683.84,3922.27,debit_card,pickup,,
323,ORD-20251124-00323,221,2025-11-24,processing,1293.68,4,290,271.67,1803.6,paypal,pickup,5,Nota del cliente: Envolver para regalo
324,ORD-20230826-00324,319,2023-08-26,delivered,1461.24,11,130,306.86,1737.36,credit_card,pickup,,
325,ORD-20250715-00325,66,2025-07-15,cancelled,2050.48,17,430,430.6,2562.5,paypal,express,,
326,ORD-20260203-00326,46,2026-02-03,cancelled,601.59,11,0,126.33,661.75,cash_on_delivery,pickup,,
327,ORD-20230725-00327,262,2023-07-25,processing,1512.3,1,240,317.58,2054.76,cash_on_delivery,pickup,3,
328,ORD-20240715-00328,164,2024-07-15,delivered,5216.92,18,470,1095.55,5843.42,debit_card,standard,10,
329,ORD-20230806-00329,156,2023-08-06,cancelled,2755.06,6,160,578.56,3328.32,credit_card,same_day,6,Nota del cliente: Envolver para regalo
330,ORD-20230211-00330,8,2023-02-11,shipped,2803.83,12,470,588.8,3526.17,cash_on_delivery,express,,
331,ORD-20250201-00331,46,2025-02-01,cancelled,4984.74,16,150,1046.8,5383.98,bank_transfer,same_day,6,
332,ORD-20230804-00332,329,2023-08-04,cancelled,2251.19,13,180,472.75,2611.29,bank_transfer,standard,,
333,ORD-20230817-00333,225,2023-08-17,delivered,1737.57,19,250,364.89,2022.32,credit_card,same_day,,
334,ORD-20250719-00334,238,2025-07-19,shipped,470.48,14,10,98.8,513.41,paypal,standard,,Nota del cliente: Llamar antes
335,ORD-20251124-00335,37,2025-11-24,processing,2800.52,5,500,588.11,3748.6,bank_transfer,same_day,9,
336,ORD-20250427-00336,4,2025-04-27,pending,718.81,12,300,150.95,1083.5,credit_card,same_day,5,Nota del cliente: Envolver para regalo
337,ORD-20250128-00337,92,2025-01-28,cancelled,4481.49,16,440,941.11,5145.56,cash_on_delivery,pickup,,
338,ORD-20241213-00338,272,2024-12-13,cancelled,730.62,20,380,153.43,1117.93,paypal,same_day,,
339,ORD-20241028-00339,46,2024-10-28,cancelled,3268.13,2,200,686.31,4089.08,bank_transfer,same_day,,
340,ORD-20250828-00340,231,2025-08-28,cancelled,3611.14,0,220,758.34,4589.48,cash_on_delivery,standard,9,
341,ORD-20250530-00341,177,2025-05-30,cancelled,4448.93,9,290,934.28,5272.81,paypal,pickup,,
342,ORD-20230303-00342,50,2023-03-03,delivered,3403.45,18,160,714.72,3665.55,cash_on_delivery,standard,,
343,ORD-20251209-00343,119,2025-12-09,cancelled,3136,11,40,658.56,3489.6,debit_card,same_day,4,Nota del cliente: Envolver para regalo
344,ORD-20230601-00344,154,2023-06-01,cancelled,2327.35,4,350,488.74,3073,cash_on_delivery,same_day,,
345,ORD-20250805-00345,145,2025-08-05,pending,2796.13,8,340,587.19,3499.63,cash_on_delivery,same_day,,Nota del cliente: Entregar por la tarde
346,ORD-20240819-00346,36,2024-08-19,shipped,1727.09,18,400,362.69,2178.9,cash_on_delivery,standard,,Nota del cliente: Envolver para regalo
347,ORD-20241117-00347,81,2024-11-17,cancelled,1777.54,3,360,373.28,2457.49,paypal,pickup,,
348,ORD-20240920-00348,295,2024-09-20,cancelled,3098.84,13,50,650.76,3396.75,debit_card,same_day,,
349,ORD-20240329-00349,44,2024-03-29,processing,2308.8,1,330,484.85,3100.56,bank_transfer,same_day,,Nota del cliente: Envolver para regalo
350,ORD-20240416-00350,223,2024-04-16,shipped,1758.78,7,150,369.34,2155.01,bank_transfer,express,,Nota del cliente: Envolver para regalo
351,ORD-20230103-00351,187,2023-01-03,shipped,751.57,15,430,157.83,1226.66,credit_card,express,,
352,ORD-20250205-00352,308,2025-02-05,shipped,1823.36,19,30,382.91,1889.83,bank_transfer,express,,Nota del cliente: Llamar antes
353,ORD-20250316-00353,138,2025-03-16,shipped,610.42,7,480,128.19,1175.88,debit_card,express,,
354,ORD-20240719-00354,46,2024-07-19,processing,3656.46,9,230,767.86,4325.24,debit_card,express,10,
355,ORD-20240306-00355,3,2024-03-06,shipped,1823.41,11,380,382.92,2385.75,cash_on_delivery,pickup,,Nota del cliente: Envolver para regalo
356,ORD-20260125-00356,177,2026-01-25,shipped,1381.85,19,60,290.19,1469.49,debit_card,same_day,,
357,ORD-20241119-00357,216,2024-11-19,cancelled,2117.91,10,390,444.76,2740.88,debit_card,express,,
358,ORD-20230802-00358,217,2023-08-02,shipped,2338.46,0,90,491.08,2919.54,bank_transfer,standard,,
359,ORD-20250511-00359,18,2025-05-11,delivered,98.1,12,330,20.6,436.93,cash_on_delivery,express,2,
360,ORD-20241211-00360,218,2024-12-11,shipped,2955.57,1,0,620.67,3546.68,paypal,pickup,,Nota del cliente: Entregar por la tarde
361,ORD-20230103-00361,172,2023-01-03,delivered,3645.77,5,450,765.61,4679.09,bank_transfer,same_day,1,
362,ORD-20240805-00362,97,2024-08-05,processing,1007.25,0,60,211.52,1278.77,bank_transfer,express,,
363,ORD-20250109-00363,256,2025-01-09,delivered,1599.05,19,380,335.8,2011.03,bank_transfer,pickup,,
364,ORD-20251225-00364,321,2025-12-25,shipped,2818.99,8,300,591.99,3485.46,debit_card,same_day,,
365,ORD-20251226-00365,130,2025-12-26,shipped,3740.61,3,130,785.53,4543.92,cash_on_delivery,express,9,
366,ORD-20230417-00366,155,2023-04-17,delivered,1454.24,17,0,305.39,1512.41,credit_card,pickup,,
367,ORD-20240305-00367,33,2024-03-05,delivered,1317.55,12,440,276.69,1876.13,bank_transfer,same_day,,Nota del cliente: Envolver para regalo
368,ORD-20251113-00368,40,2025-11-13,delivered,1774.97,9,360,372.74,2347.96,credit_card,same_day,,
369,ORD-20230606-00369,21,2023-06-06,delivered,5018.77,19,160,1053.94,5279.14,bank_transfer,same_day,4,
370,ORD-20250212-00370,318,2025-02-12,pending,465.22,4,90,97.7,634.31,paypal,pickup,,
371,ORD-20230104-00371,105,2023-01-04,pending,943.64,18,260,198.16,1231.94,cash_on_delivery,standard,,
372,ORD-20230704-00372,99,2023-07-04,processing,3441.23,5,130,722.66,4121.83,credit_card,standard,,
373,ORD-20250219-00373,16,2025-02-19,delivered,1791.63,0,260,376.24,2427.87,credit_card,pickup,,
374,ORD-20250515-00374,298,2025-05-15,shipped,2445.75,14,220,513.61,2836.96,paypal,same_day,,
375,ORD-20240730-00375,141,2024-07-30,delivered,404.3,0,150,84.9,639.2,paypal,pickup,,
376,ORD-20260129-00376,182,2026-01-29,shipped,1316.34,1,0,276.43,1579.61,bank_transfer,standard,,
377,ORD-20240519-00377,293,2024-05-19,shipped,809.52,8,370,170,1284.76,bank_transfer,pickup,,
378,ORD-20230517-00378,69,2023-05-17,delivered,1046.37,11,10,219.74,1161.01,paypal,pickup,,
379,ORD-20230708-00379,219,2023-07-08,pending,661.39,3,210,138.89,990.44,debit_card,same_day,,
380,ORD-20260307-00380,195,2026-03-07,processing,3361.56,7,30,705.93,3862.18,credit_card,pickup,,
381,ORD-20250417-00381,137,2025-04-17,cancelled,4267.34,3,70,896.14,5105.46,bank_transfer,pickup,3,
382,ORD-20250321-00382,214,2025-03-21,shipped,3223.29,5,330,676.89,4069.02,cash_on_delivery,pickup,2,
383,ORD-20250610-00383,68,2025-06-10,cancelled,2821.44,11,460,592.5,3563.58,credit_card,pickup,,
384,ORD-20241026-00384,234,2024-10-26,pending,2323.67,18,100,487.97,2493.38,credit_card,standard,,Nota del cliente: Envolver para regalo
385,ORD-20260106-00385,122,2026-01-06,shipped,2377.93,17,250,499.37,2723.05,bank_transfer,pickup,,
386,ORD-20250817-00386,47,2025-08-17,delivered,4907.76,2,260,1030.63,6100.23,paypal,standard,,
387,ORD-20250701-00387,320,2025-07-01,pending,4317.88,12,230,906.75,4936.48,bank_transfer,express,,
388,ORD-20230208-00388,268,2023-02-08,cancelled,1169.47,4,410,245.59,1778.28,cash_on_delivery,same_day,,Nota del cliente: Envolver para regalo
389,ORD-20241114-00389,147,2024-11-14,shipped,942.71,0,150,197.97,1290.68,paypal,same_day,,
390,ORD-20251015-00390,291,2025-10-15,shipped,2270.02,17,450,476.7,2810.82,bank_transfer,pickup,,
391,ORD-20230723-00391,191,2023-07-23,delivered,1674.67,13,280,351.68,2088.64,bank_transfer,standard,,
392,ORD-20230228-00392,190,2023-02-28,processing,3001.29,6,160,630.27,3611.48,cash_on_delivery,pickup,,
393,ORD-20251219-00393,76,2025-12-19,shipped,1371.44,20,230,288,1615.15,debit_card,standard,,
394,ORD-20250907-00394,37,2025-09-07,shipped,4531.26,6,130,951.56,5340.94,debit_card,standard,,
395,ORD-20240804-00395,97,2024-08-04,cancelled,2821.33,11,110,592.48,3213.46,paypal,standard,,
396,ORD-20230601-00396,25,2023-06-01,delivered,85.69,10,270,17.99,365.11,debit_card,standard,2,
397,ORD-20240419-00397,298,2024-04-19,delivered,2551.99,5,30,535.92,2990.31,credit_card,express,,
398,ORD-20240823-00398,119,2024-08-23,processing,1617.52,15,380,339.68,2094.57,paypal,same_day,,
399,ORD-20240508-00399,246,2024-05-08,pending,1390.31,6,380,291.97,1978.86,cash_on_delivery,express,,Nota del cliente: Llamar antes
400,ORD-20250403-00400,46,2025-04-03,cancelled,3897.67,19,180,818.51,4155.62,bank_transfer,same_day,,
401,ORD-20250316-00401,12,2025-03-16,delivered,745.84,6,330,156.63,1187.72,bank_transfer,express,,
402,ORD-20231217-00402,293,2023-12-17,cancelled,2941.85,16,60,617.79,3148.94,debit_card,standard,10,Nota del cliente: Entregar por la tarde
403,ORD-20230201-00403,306,2023-02-01,cancelled,4440.61,3,460,932.53,5699.92,cash_on_delivery,same_day,6,
404,ORD-20250403-00404,92,2025-04-03,delivered,612.02,1,350,128.52,1084.42,paypal,express,,
405,ORD-20251124-00405,234,2025-11-24,pending,4241.33,19,310,890.68,4636.16,cash_on_delivery,standard,10,
406,ORD-20240321-00406,75,2024-03-21,shipped,2737.78,15,190,574.93,3092.04,debit_card,same_day,8,Nota del cliente: Envolver para regalo
407,ORD-20231108-00407,257,2023-11-08,cancelled,2543.06,16,80,534.04,2750.21,cash_on_delivery,same_day,4,
408,ORD-20231008-00408,271,2023-10-08,cancelled,1327.05,13,470,278.68,1903.21,bank_transfer,express,8,
409,ORD-20240926-00409,159,2024-09-26,shipped,267.52,15,320,56.18,603.57,cash_on_delivery,same_day,,
410,ORD-20240506-00410,9,2024-05-06,processing,2514.26,2,270,527.99,3261.96,bank_transfer,pickup,,
411,ORD-20231229-00411,40,2023-12-29,delivered,1937.22,4,180,406.82,2446.55,cash_on_delivery,same_day,,
412,ORD-20230306-00412,5,2023-03-06,cancelled,4045.92,2,80,849.64,4894.64,credit_card,express,,
413,ORD-20240116-00413,323,2024-01-16,cancelled,2104.59,1,290,441.96,2815.5,bank_transfer,same_day,9,
414,ORD-20250824-00414,41,2025-08-24,shipped,2630.88,3,280,552.48,3384.43,debit_card,same_day,,
415,ORD-20231215-00415,334,2023-12-15,shipped,3016.31,8,340,633.43,3748.44,bank_transfer,express,,
416,ORD-20250617-00416,212,2025-06-17,cancelled,1801.74,6,460,378.37,2532.01,cash_on_delivery,pickup,,
417,ORD-20251003-00417,108,2025-10-03,cancelled,3437.7,11,180,721.92,3961.47,debit_card,express,,
418,ORD-20250408-00418,69,2025-04-08,cancelled,3434.9,0,330,721.33,4486.23,cash_on_delivery,express,,
419,ORD-20230404-00419,238,2023-04-04,pending,4111.54,10,10,863.42,4573.81,credit_card,pickup,,
420,ORD-20241209-00420,178,2024-12-09,processing,2651.52,11,390,556.82,3306.67,paypal,express,,
421,ORD-20251104-00421,117,2025-11-04,shipped,2543.05,0,340,534.04,3417.09,bank_transfer,pickup,,
422,ORD-20240526-00422,316,2024-05-26,processing,2990.4,6,430,627.98,3868.96,paypal,express,4,Nota del cliente: Entregar por la tarde
423,ORD-20250829-00423,254,2025-08-29,cancelled,1750.87,7,10,367.68,2005.99,paypal,same_day,,Nota del cliente: Entregar por la tarde
424,ORD-20230504-00424,120,2023-05-04,pending,6038.52,5,460,1268.09,7464.68,bank_transfer,standard,,
425,ORD-20240517-00425,134,2024-05-17,delivered,2362.95,12,180,496.22,2755.62,bank_transfer,express,,
426,ORD-20230315-00426,199,2023-03-15,delivered,2054.12,18,150,431.37,2265.75,credit_card,standard,,
427,ORD-20250325-00427,287,2025-03-25,delivered,355.4,10,220,74.63,614.49,paypal,same_day,,
428,ORD-20240901-00428,49,2024-09-01,shipped,3543.45,9,180,744.12,4148.66,paypal,pickup,3,
429,ORD-20230426-00429,180,2023-04-26,processing,3512.88,0,250,737.7,4500.58,cash_on_delivery,standard,6,
430,ORD-20230212-00430,80,2023-02-12,cancelled,3211.5,13,10,674.42,3478.43,credit_card,standard,,
431,ORD-20231028-00431,72,2023-10-28,shipped,1359.84,18,120,285.57,1520.64,credit_card,same_day,,
432,ORD-20240804-00432,169,2024-08-04,pending,3467.65,3,390,728.21,4481.83,bank_transfer,express,,
433,ORD-20250421-00433,74,2025-04-21,shipped,1307.04,19,350,274.48,1683.18,debit_card,same_day,,
434,ORD-20250109-00434,80,2025-01-09,shipped,1947.54,15,80,408.98,2144.39,paypal,same_day,,
435,ORD-20240314-00435,47,2024-03-14,shipped,3535.31,1,410,742.42,4652.38,credit_card,pickup,1,Nota del cliente: Entregar por la tarde
436,ORD-20230722-00436,153,2023-07-22,pending,4832.2,5,130,1014.76,5735.35,debit_card,same_day,9,
437,ORD-20260226-00437,319,2026-02-26,processing,2091.54,4,130,439.22,2577.1,paypal,standard,,Nota del cliente: Dejar en portería
438,ORD-20230905-00438,152,2023-09-05,delivered,4088.94,1,10,858.68,4916.73,bank_transfer,pickup,,Nota del cliente: Dejar en portería
439,ORD-20250927-00439,308,2025-09-27,shipped,2362.25,6,350,496.07,3066.59,bank_transfer,same_day,9,
440,ORD-20230417-00440,41,2023-04-17,shipped,4003.23,12,470,840.68,4833.52,debit_card,pickup,,
441,ORD-20250419-00441,4,2025-04-19,cancelled,507.49,5,430,106.57,1018.69,cash_on_delivery,standard,8,
442,ORD-20250228-00442,169,2025-02-28,processing,1034.97,3,500,217.34,1721.26,bank_transfer,pickup,,
443,ORD-20230527-00443,14,2023-05-27,pending,5129.98,3,100,1077.3,6153.38,debit_card,same_day,,Nota del cliente: Llamar antes
444,ORD-20260127-00444,271,2026-01-27,cancelled,1684.88,5,170,353.82,2124.46,bank_transfer,express,,
445,ORD-20250901-00445,123,2025-09-01,pending,3203.9,6,460,672.82,4144.49,paypal,same_day,6,
446,ORD-20240331-00446,159,2024-03-31,shipped,510.14,14,370,107.13,915.85,paypal,express,,
447,ORD-20231021-00447,131,2023-10-21,processing,2105.84,20,260,442.23,2386.9,debit_card,same_day,,
448,ORD-20230509-00448,232,2023-05-09,delivered,2103.24,9,190,441.68,2545.63,debit_card,standard,10,
449,ORD-20250506-00449,55,2025-05-06,processing,578.12,2,60,121.41,747.97,cash_on_delivery,pickup,,
450,ORD-20251024-00450,96,2025-10-24,pending,1476.76,13,180,310.12,1774.9,paypal,pickup,6,Nota del cliente: Llamar antes
451,ORD-20240730-00451,184,2024-07-30,processing,2836.96,3,370,595.76,3717.61,paypal,same_day,,
452,ORD-20250415-00452,283,2025-04-15,shipped,1396.15,3,440,293.19,2087.46,credit_card,pickup,6,Nota del cliente: Dejar en portería
453,ORD-20260204-00453,302,2026-02-04,processing,3867.53,6,500,812.18,4947.66,paypal,express,,
454,ORD-20240311-00454,301,2024-03-11,delivered,3075.27,2,230,645.81,3889.57,cash_on_delivery,same_day,,
455,ORD-20230304-00455,281,2023-03-04,delivered,374.96,18,50,78.74,436.21,debit_card,express,10,
456,ORD-20250630-00456,124,2025-06-30,cancelled,2541.65,2,20,533.75,3044.57,debit_card,express,,
457,ORD-20251202-00457,107,2025-12-02,delivered,570.3,4,180,119.76,847.25,debit_card,same_day,,
458,ORD-20250130-00458,258,2025-01-30,processing,343.91,14,460,72.22,827.98,cash_on_delivery,standard,,
459,ORD-20250810-00459,86,2025-08-10,pending,5527.74,14,30,1160.83,5944.69,debit_card,express,,
460,ORD-20250921-00460,298,2025-09-21,shipped,1834.05,9,410,385.15,2464.14,bank_transfer,same_day,,
461,ORD-20251117-00461,258,2025-11-17,pending,2858.11,7,140,600.2,3398.24,debit_card,same_day,,
462,ORD-20231107-00462,289,2023-11-07,shipped,3473.79,0,0,729.5,4203.29,debit_card,standard,,
463,ORD-20250422-00463,188,2025-04-22,shipped,3516.87,2,120,738.54,4305.07,bank_transfer,standard,9,
464,ORD-20250729-00464,245,2025-07-29,shipped,3457.42,8,370,726.06,4276.89,bank_transfer,express,6,
465,ORD-20230618-00465,315,2023-06-18,cancelled,1752.17,11,140,367.96,2067.39,cash_on_delivery,standard,,
466,ORD-20231113-00466,289,2023-11-13,shipped,3256.43,6,120,683.85,3864.89,credit_card,same_day,,Nota del cliente: Dejar en portería
467,ORD-20241011-00467,139,2024-10-11,shipped,2584.51,5,20,542.75,3018.03,cash_on_delivery,standard,,
468,ORD-20260222-00468,72,2026-02-22,pending,2815.7,16,40,591.3,2996.49,credit_card,same_day,,Nota del cliente: Dejar en portería
469,ORD-20250411-00469,305,2025-04-11,processing,6020.05,5,280,1264.21,7263.26,debit_card,express,,
470,ORD-20240522-00470,295,2024-05-22,pending,2450.17,1,400,514.54,3340.21,debit_card,same_day,,
471,ORD-20241215-00471,286,2024-12-15,cancelled,66.85,19,360,14.04,428.19,bank_transfer,pickup,,
472,ORD-20250221-00472,19,2025-02-21,shipped,2003.93,12,470,420.83,2654.29,bank_transfer,standard,,
473,ORD-20230417-00473,73,2023-04-17,cancelled,3079.34,7,380,646.66,3890.45,bank_transfer,same_day,,Nota del cliente: Llamar antes
474,ORD-20250819-00474,334,2025-08-19,shipped,5889.41,14,250,1236.78,6551.67,paypal,standard,,
475,ORD-20240416-00475,283,2024-04-16,pending,3784.73,3,50,794.79,4515.98,cash_on_delivery,standard,,
476,ORD-20251121-00476,208,2025-11-21,shipped,6082.78,7,40,1277.38,6974.37,cash_on_delivery,same_day,,
477,ORD-20240310-00477,266,2024-03-10,shipped,1692.61,13,470,355.45,2298.02,bank_transfer,same_day,,
478,ORD-20240415-00478,308,2024-04-15,cancelled,3240,4,150,680.4,3940.8,debit_card,standard,5,
479,ORD-20231103-00479,245,2023-11-03,shipped,3734.66,16,470,784.28,4391.39,paypal,same_day,,
480,ORD-20231002-00480,87,2023-10-02,delivered,722.2,12,200,151.66,987.2,cash_on_delivery,pickup,8,
481,ORD-20240415-00481,191,2024-04-15,shipped,1980.7,18,310,415.95,2350.12,credit_card,standard,,
482,ORD-20231127-00482,129,2023-11-27,pending,2926.96,15,170,614.66,3272.58,paypal,standard,,
